Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,SERP Features,Trend
elektrische stofzuiger,390,92.13,0.36,1.00,1430000,"Local Pack, Image Pack, Site Links, Reviews, Video, Video Carousel, FAQ","0.36,0.54,0.67,0.67,0.54,0.54,0.67,0.82,0.67,0.67,0.67,1.00"
hoe wordt een stofzuiger zonder zak ook wel genoemd,390,86.61,0.95,0.23,36,"Image Pack, Site Links, Reviews, Video, Featured Snippet","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.30"
philips draadloze stofzuiger,390,90.71,0.32,1.00,90,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.16,0.19,0.19,0.24,0.24,0.82,0.67,1.00,0.67,0.55,0.44,0.44"
philips stofzuiger fc8253 09,390,92.04,0.36,1.00,35,"Local Pack, Image Pack, Reviews, Video, Shopping Ads, Video Carousel","0.00,0.00,0.00,0.00,0.00,1.00,0.02,0.01,0.01,0.45,0.06,0.01"
philips stofzuiger zonder zak,390,91.79,0.38,1.00,71,"Image Pack, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.67,0.81,0.67,0.81,0.81,0.81,1.00,1.00,1.00,1.00,1.00,1.00"
professionele stofzuiger,390,72.34,0.85,1.00,571000,"Local Pack, Image Pack, Reviews, Shopping Ads, Video Carousel, FAQ","0.67,0.67,0.67,0.81,0.81,0.81,1.00,1.00,1.00,1.00,0.81,0.81"
stofzuiger 2000 watt,390,91.11,0.30,1.00,94,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, FAQ","0.81,0.81,0.67,0.67,0.81,0.81,0.81,0.81,0.67,1.00,0.67,1.00"
stofzuiger op accu,390,88.34,0.45,1.00,2780000,"Image Pack, Site Links, Reviews, Video Carousel, FAQ","0.66,0.66,0.66,0.54,0.66,0.54,0.81,0.66,1.00,0.81,0.66,0.66"
stofzuiger reparatie,390,71.26,0.31,0.87,2030000,"Local Pack, Image Pack, Reviews, Video Carousel, FAQ","0.82,0.82,1.00,0.82,0.82,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
voltooid deelwoord stofzuigen,390,85.41,0.00,0.01,1270,Featured Snippet,"0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.44,0.67,0.54,0.67,1.00"
beste stofzuiger zonder zak,320,85.75,0.89,1.00,380000,"Site Links, Reviews, Video, Featured Snippet, Shopping Ads, FAQ","0.54,0.81,0.54,0.67,0.67,0.67,0.67,0.81,0.81,1.00,0.67,0.81"
black friday stofzuiger,320,77.88,0.00,1.00,125000,"Image Pack, Reviews, Shopping Ads, Video Carousel, FAQ","0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.06,0.00,0.00,0.01"
dewalt stofzuiger,320,83.45,0.29,1.00,52,"Image Pack, Reviews, Video, Shopping Ads","0.44,0.54,0.35,0.44,0.44,0.67,0.67,0.67,0.81,0.81,0.67,1.00"
dyson draadloze stofzuiger,320,90.63,0.44,1.00,83,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.35,0.44,0.44,0.44,0.54,0.54,0.67,1.00,1.00,0.67,0.67,0.67"
hema stofzuiger,320,79.58,0.23,1.00,72,"Image Pack, Site Links, Reviews, Video, Shopping Ads, FAQ","0.44,0.54,0.44,0.54,0.67,1.00,0.67,0.81,0.67,0.81,0.54,0.67"
kruidvat stofzuiger,320,88.40,0.21,1.00,63,"Image Pack, Site Links, Reviews, Video, FAQ","0.67,0.67,0.67,0.67,0.81,1.00,0.81,0.67,0.81,0.81,0.54,1.00"
makita accu stofzuiger,320,85.57,0.22,1.00,66,"Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel","0.54,0.67,0.54,0.44,0.54,0.54,0.81,0.67,1.00,1.00,0.54,0.67"
media markt stofzuiger,320,94.96,0.30,1.00,87,"Image Pack, Site Links, Reviews, Video, Shopping Ads, Video Carousel, FAQ","0.67,0.81,0.67,0.67,0.67,0.67,0.81,0.81,0.67,1.00,0.54,0.67"
miele stofzuiger zonder zak,320,86.18,0.31,1.00,71,"Image Pack, Reviews, Shopping Ads, Video Carousel, FAQ","0.54,0.81,0.67,0.67,0.67,0.67,0.67,1.00,0.81,0.81,0.81,1.00"
nat droog stofzuiger,320,83.63,0.51,1.00,232000,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.54,0.67,0.67,0.81,0.67,0.54,1.00,0.81,0.67,0.81,0.67,0.67"
onderdelen miele stofzuiger,320,74.58,0.36,1.00,57,"Image Pack, Site Links, Reviews, FAQ","0.82,0.82,0.82,0.67,0.82,0.82,1.00,1.00,0.82,1.00,0.82,1.00"
philips zakloze stofzuiger,320,90.98,0.36,1.00,55,"Image Pack, Reviews, Shopping Ads, Video Carousel","0.67,0.67,0.54,0.54,0.67,0.67,0.81,0.67,0.81,1.00,0.54,0.67"
princess stofzuiger,320,85.90,0.20,1.00,72,"Image Pack, Reviews, Shopping Ads, Video Carousel, FAQ","0.14,0.21,0.17,0.17,0.26,0.26,0.26,1.00,0.72,0.48,0.32,0.26"
rumba stofzuiger,320,84.81,0.20,1.00,70,"Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel, FAQ","0.82,0.82,0.67,0.67,0.67,0.67,0.67,1.00,1.00,1.00,0.67,0.67"
stofzuiger accu,320,88.89,0.41,1.00,835000,"Local Pack, Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel, FAQ","0.67,0.82,0.67,0.67,0.54,0.82,0.82,1.00,1.00,0.82,0.67,0.82"
stofzuiger aldi,320,85.74,0.26,1.00,76,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.29,0.29,0.44,0.44,0.54,0.36,0.44,0.54,0.66,1.00,1.00,0.54"
stofzuiger beste,320,82.62,0.47,1.00,2090000,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.67,0.82,0.67,0.67,0.67,0.82,0.67,0.67,1.00,0.82,0.82,1.00"
stofzuiger black friday,320,79.38,0.00,1.00,219000,"Image Pack, Reviews, Video Carousel, FAQ","0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.07,0.00,0.00,0.00"
stofzuiger consumentenbond,320,85.82,0.42,0.99,84,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.67,0.82,0.82,0.82,0.82,0.82,1.00,0.82,0.82,0.82,0.67,1.00"
stofzuiger filter,320,80.55,0.33,1.00,1640000,"Local Pack, Image Pack, Site Links, Reviews, Video Carousel","0.24,0.30,0.30,0.44,0.36,0.36,0.44,0.36,0.36,0.44,0.44,1.00"
stofzuiger huisdieren,320,78.26,1.47,1.00,266000,"Reviews, Shopping Ads, Video Carousel, FAQ","0.67,0.82,0.67,0.67,1.00,0.54,0.67,0.82,0.82,0.67,0.82,1.00"
stofzuiger lang snoer,320,81.29,0.39,1.00,90,"Image Pack, Reviews, Video Carousel, FAQ","0.82,0.82,0.67,0.67,0.67,1.00,0.82,0.82,0.67,0.82,0.67,0.82"
stofzuiger media markt,320,94.97,0.29,1.00,87,"Image Pack, Site Links, Reviews, Video, Shopping Ads, Video Carousel","0.67,0.82,0.67,0.67,0.82,0.82,0.67,1.00,0.82,0.82,0.67,0.82"
stofzuiger met lang snoer,320,82.83,0.41,1.00,82,"Image Pack, Site Links, Reviews, Video, Adwords Top, Shopping Ads, FAQ","0.54,0.67,0.44,0.54,0.67,0.81,0.81,0.81,0.67,1.00,0.67,0.81"
stofzuiger met of zonder zak,320,88.28,0.61,0.99,481000,"Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel","0.67,0.82,0.67,0.67,0.82,0.82,0.82,0.82,0.82,1.00,0.67,1.00"
stofzuiger mond,320,86.99,0.21,1.00,95,"Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel","0.54,0.82,0.67,0.67,0.82,0.82,0.82,0.82,0.82,0.82,1.00,1.00"
stofzuiger mondstuk,320,88.78,0.25,1.00,92,"Local Pack, Site Links, Reviews, Video, Shopping Ads, Video Carousel","0.67,0.67,0.67,0.67,0.82,0.82,0.82,0.82,0.82,0.82,1.00,0.82"
turbotronic stofzuiger,320,85.18,0.14,1.00,71,"Image Pack, Reviews, Shopping Ads, Video Carousel, FAQ","0.81,0.54,0.54,1.00,0.54,0.54,1.00,0.67,0.54,1.00,0.67,0.81"
wehkamp stofzuiger,320,90.73,0.23,1.00,53,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads","0.36,0.54,0.36,0.54,0.54,0.44,0.54,0.54,0.54,1.00,0.44,0.54"
2 in 1 cyclonic force stofzuiger van turbotronic tt cf3,260,82.02,0.31,1.00,26,"Image Pack, Reviews, Video, FAQ","0.82,1.00,0.54,0.82,0.82,0.67,0.67,0.82,0.67,0.36,0.36,0.23"
aanbieding miele stofzuiger,260,85.07,0.32,1.00,75,"Image Pack, Reviews, Video, FAQ","0.81,0.81,0.66,0.66,0.81,0.81,0.81,1.00,0.81,1.00,0.81,1.00"
bosch stofzuiger onderdelen,260,74.81,0.25,1.00,75,"Local Pack, Image Pack, Site Links, Reviews","0.81,0.81,0.53,0.81,1.00,0.66,0.81,0.81,0.81,1.00,0.81,1.00"
compacte stofzuiger,260,86.90,0.44,1.00,516000,"Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel","0.81,0.81,0.81,1.00,0.81,0.81,0.66,0.81,0.53,0.66,0.66,1.00"
hitachi stofzuiger,260,79.10,0.13,1.00,88,"Image Pack, Reviews, Video, Shopping Ads, Video Carousel, FAQ","0.53,0.66,0.53,0.81,0.81,0.81,0.81,0.66,0.81,1.00,0.81,1.00"
hoover stofzuiger,260,85.47,0.22,1.00,81,"Local Pack, Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel, FAQ","0.66,1.00,0.53,0.81,0.81,0.81,0.81,1.00,0.81,0.81,1.00,0.66"
intex zwembad stofzuiger,260,78.72,0.29,1.00,86,"Local Pack, Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel","0.07,0.11,0.77,1.00,0.45,0.04,0.01,0.01,0.01,0.03,0.02,0.03"
karcher stofzuigers,260,85.68,0.42,1.00,94,"Local Pack, Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel, FAQ","1.00,0.81,0.65,1.00,0.81,1.00,0.81,1.00,0.81,1.00,0.81,0.81"
lichtgewicht stofzuiger,260,84.19,0.36,1.00,92,"Image Pack, Reviews, Video, Shopping Ads","0.66,0.66,0.66,0.81,1.00,0.81,0.66,0.81,0.81,1.00,0.81,0.81"
makro stofzuiger,260,87.42,0.16,1.00,50,"Image Pack, Site Links, Reviews, Shopping Ads","0.44,0.44,0.35,0.54,0.44,0.44,0.44,0.44,0.54,0.54,0.54,1.00"
medion stofzuiger,260,88.16,0.25,1.00,59,"Image Pack, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.23,0.67,0.54,0.67,0.82,0.67,0.82,0.82,1.00,0.67,0.54,0.67"
miele stofzuiger c3,260,87.25,0.37,1.00,72,"Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel, FAQ","0.29,0.54,0.35,0.44,0.44,0.54,0.54,0.67,0.67,0.81,0.54,1.00"
onderdelen stofzuiger,260,76.47,0.23,1.00,2090000,"Local Pack, Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, FAQ","0.67,0.67,0.54,0.54,1.00,0.67,0.82,0.67,0.67,0.67,0.67,0.67"
oplaadbare stofzuiger,260,90.28,0.49,1.00,345000,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.81,0.81,0.66,1.00,0.81,0.53,0.81,0.81,0.81,1.00,0.81,0.81"
orkaan stofzuiger,260,0.00,0.67,0.49,0,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.13"
parkside stofzuiger,260,80.94,0.16,1.00,51,"Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel, FAQ","0.66,0.66,0.81,0.81,1.00,0.81,0.66,0.66,0.81,0.81,0.66,0.81"
philips stofzuiger fc8240 09,260,84.84,0.15,0.96,73,"Image Pack, Reviews, Shopping Ads, FAQ","0.10,0.54,0.23,1.00,0.35,0.35,0.67,0.08,0.02,0.06,0.10,0.19"
philips stofzuiger onderdelen,260,77.10,0.36,1.00,60,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads","0.66,0.66,0.66,0.81,0.81,0.81,0.81,0.66,0.81,1.00,0.81,1.00"
princess draadloze stofzuiger,260,88.14,0.26,1.00,80,"Local Pack, Image Pack, Reviews, Shopping Ads, Video Carousel, FAQ","0.00,0.00,0.00,0.00,0.00,0.00,0.03,1.00,0.45,0.24,0.07,0.02"
robot stofzuiger test,260,82.93,0.44,1.00,110000,"Image Pack, Site Links, Reviews, Adwords Top, Adwords Bottom, Shopping Ads, Video Carousel","0.67,1.00,0.67,0.67,0.54,0.54,0.67,1.00,0.67,0.67,0.67,0.54"
roomba stofzuiger,260,89.15,0.41,1.00,97,"Local Pack, Image Pack, Site Links, Reviews, Video, Shopping Ads, Video Carousel, FAQ","1.00,0.54,0.44,0.35,0.29,0.35,0.67,0.67,0.81,0.67,0.44,0.35"
sebo stofzuiger,260,73.37,0.19,1.00,53,"Local Pack, Image Pack, Reviews, Video, Shopping Ads, FAQ","0.66,0.81,0.66,0.66,1.00,0.81,1.00,1.00,0.66,1.00,0.81,0.81"
severin stofzuiger,260,86.97,0.18,1.00,78,"Image Pack, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.44,0.35,0.35,0.44,0.54,0.44,0.67,1.00,0.81,0.67,0.67,0.54"
silvercrest stofzuiger,260,85.60,0.17,1.00,75,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","1.00,0.44,0.66,0.44,0.36,0.44,0.44,0.29,0.29,0.24,0.29,0.24"
stofzuigen en dweilen,260,87.28,0.27,1.00,210000,"Image Pack, Site Links, Reviews, Video, Shopping Ads, Video Carousel, FAQ","0.19,0.30,0.13,0.13,0.19,0.13,0.10,0.16,1.00,0.44,0.55,0.36"
stofzuigen verleden tijd,260,85.07,0.69,0.02,53500,"Reviews, Video, Featured Snippet","0.81,0.81,0.81,0.81,0.81,1.00,1.00,1.00,0.81,1.00,0.81,1.00"
stofzuigen vervoegen,260,87.88,0.61,0.02,3780,"Image Pack, Featured Snippet","0.81,0.66,0.66,0.66,0.66,0.81,0.81,0.81,0.81,0.81,0.66,1.00"
stofzuiger aquarium,260,77.05,0.09,1.00,92200,"Image Pack, Reviews, Video, Shopping Ads, Video Carousel","0.44,0.54,0.54,0.44,0.67,0.54,0.67,0.67,0.82,0.82,1.00,1.00"
stofzuiger en dweil,260,89.16,0.26,1.00,90,"Image Pack, Site Links, Reviews, Video, Adwords Top, Adwords Bottom, Shopping Ads, FAQ","0.19,0.36,0.15,0.19,0.19,0.24,0.24,0.24,1.00,0.54,0.36,0.36"
stofzuiger expert,260,86.47,0.20,1.00,92,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel","0.53,0.66,0.66,0.81,0.81,0.81,0.81,0.81,1.00,1.00,0.81,0.81"
stofzuiger karcher,260,91.64,0.46,1.00,81,"Local Pack, Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel, FAQ","0.81,0.81,0.53,0.81,0.81,0.81,1.00,1.00,0.66,0.66,0.81,0.81"
stofzuiger kind,260,88.68,0.14,1.00,291000,"Image Pack, Reviews, Shopping Ads, Video Carousel","0.24,0.29,0.19,0.29,0.36,0.44,0.66,1.00,0.44,0.36,0.36,0.36"
stofzuiger kruidvat,260,88.25,0.22,1.00,70,"Image Pack, Site Links, Reviews, Video, Shopping Ads","0.67,0.67,0.67,0.54,0.67,1.00,0.67,0.67,0.82,0.82,0.67,0.82"
stofzuiger makita,260,85.81,0.23,1.00,65,"Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel","0.53,0.53,0.53,0.53,0.44,0.53,1.00,0.81,1.00,1.00,1.00,1.00"
stofzuiger nilfisk,260,80.16,0.57,1.00,76,"Local Pack, Image Pack, Site Links, Reviews, Video, Adwords Top, Shopping Ads, FAQ","0.54,0.67,0.54,0.67,0.82,0.67,0.82,0.67,0.82,1.00,0.82,0.82"
stofzuiger siemens,260,89.95,0.17,1.00,81,"Image Pack, Reviews, Video Carousel, FAQ","0.67,0.67,0.54,0.82,0.67,0.54,0.67,0.67,0.67,1.00,0.82,0.82"
stofzuiger speelgoed,260,86.90,0.18,1.00,495000,"Local Pack, Image Pack, Reviews, Video Carousel","0.24,0.36,0.24,0.24,0.44,0.44,0.54,1.00,0.54,0.44,0.36,0.44"
stofzuiger stinkt,260,79.70,0.00,0.95,59400,"Reviews, Video, Featured Snippet, Shopping Ads","0.36,0.44,0.54,0.67,1.00,0.67,0.67,0.54,0.54,0.67,0.67,0.67"
stofzuiger voor stofafzuiging,260,83.00,0.46,1.00,181000,"Local Pack, Site Links, Reviews, Video Carousel, FAQ","0.08,0.24,0.12,0.15,0.36,0.36,0.66,0.81,0.81,1.00,1.00,1.00"
stofzuiger zak,260,85.32,0.59,1.00,1060000,"Local Pack, Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.54,0.44,0.44,0.44,0.54,0.54,0.54,0.54,0.54,0.67,0.67,1.00"
stofzuiger zonder stofzak,260,91.54,0.57,1.00,395000,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.54,0.67,0.54,0.54,0.54,0.54,0.54,0.67,0.54,0.67,1.00,0.54"
verleden tijd van stofzuigen,260,86.53,0.70,0.01,55600,"Reviews, Featured Snippet","0.81,1.00,0.81,0.81,0.81,0.81,1.00,0.81,0.81,1.00,0.81,1.00"
wat is de beste stofzuiger,260,82.68,0.52,1.00,649000,"Site Links, Reviews, Featured Snippet, Video Carousel, FAQ","0.66,1.00,0.53,0.66,0.81,0.66,0.81,0.81,1.00,1.00,0.81,1.00"
wat is een goede stofzuiger,260,83.70,0.23,1.00,737000,"Site Links, Reviews, Featured Snippet, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.81,1.00,1.00,0.81,1.00,1.00,0.81,1.00,0.81,1.00,0.81,1.00"
watshome stofzuiger,260,80.24,0.38,1.00,56,"Image Pack, Reviews, Video, FAQ","0.67,0.67,0.54,0.44,1.00,1.00,0.67,0.54,1.00,0.82,0.54,0.44"
zuigkracht stofzuiger,260,79.90,0.25,0.99,205000,"Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel","0.54,0.54,0.54,0.54,0.82,0.54,0.82,0.82,0.82,1.00,0.67,0.67"
aeg draadloze stofzuiger,210,84.27,0.27,1.00,65,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.08,0.66,0.24,0.15,0.24,0.19,0.19,0.66,0.44,0.24,1.00,0.66"
centrale stofzuiger,210,64.41,0.96,1.00,282000,"Knowledge Panel, Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel","0.28,0.44,0.34,0.53,0.44,0.66,0.81,0.81,0.66,1.00,0.66,0.66"
dyson steel stofzuiger,210,88.09,0.63,1.00,73,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.36,0.54,0.44,0.44,0.54,0.54,0.54,0.82,1.00,0.82,0.54,0.67"
filter stofzuiger,210,81.33,0.35,1.00,4810000,"Local Pack, Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel","0.54,0.54,0.44,0.54,0.54,0.54,0.54,0.54,0.44,0.67,0.67,1.00"
james stofzuiger,210,84.14,0.27,1.00,79400,"Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel","0.67,1.00,0.67,0.81,0.81,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
koenic stofzuiger,210,82.37,0.14,1.00,58,"Image Pack, Reviews, Video, Shopping Ads, FAQ","0.53,0.66,0.44,0.66,0.66,0.53,0.66,0.66,0.81,0.81,0.66,1.00"
marktplaats stofzuiger,210,88.58,0.35,0.96,32,"Image Pack, Site Links, Reviews, Video, Shopping Ads","0.81,1.00,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,0.81"
metabo stofzuiger,210,83.22,0.24,1.00,64,"Image Pack, Reviews, Shopping Ads","0.65,0.81,0.54,0.65,0.81,0.81,0.81,0.65,0.81,0.81,1.00,1.00"
nat en droog stofzuiger,210,84.81,0.39,1.00,222000,"Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel, FAQ","0.42,0.42,0.65,0.65,0.81,0.54,1.00,1.00,1.00,1.00,0.81,0.81"
opzetstuk stofzuiger,210,85.12,0.26,1.00,69700,"Local Pack, Image Pack, Site Links, Reviews, Video Carousel","1.00,0.81,0.54,0.65,0.81,0.65,0.81,0.54,0.81,1.00,0.81,0.81"
philips powergo stofzuiger,210,87.61,0.21,1.00,61,"Image Pack, Reviews, Shopping Ads, Video Carousel, FAQ","0.23,0.19,0.44,0.19,0.19,0.81,0.44,1.00,0.15,0.81,0.44,0.15"
philips snoerloze stofzuiger,210,88.08,0.35,1.00,71,"Image Pack, Reviews, Video, Shopping Ads, Video Carousel","0.23,0.18,0.18,0.23,0.28,1.00,0.82,1.00,0.82,0.54,0.44,0.36"
philips stofzuiger aqua,210,89.78,0.26,1.00,64,"Local Pack, Image Pack, Site Links, Reviews, Video, Adwords Top, Shopping Ads, Video Carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,1.00,0.39,0.88,0.32"
philips stofzuiger en dweil,210,87.56,0.34,1.00,56,"Local Pack, Image Pack, Site Links, Reviews, Video Carousel, FAQ","0.07,0.11,0.04,0.05,0.05,0.21,0.05,0.03,1.00,0.39,0.72,0.32"
philips stofzuiger fc8241 09,210,83.22,0.17,1.00,72,"Image Pack, Reviews, Video, Shopping Ads","1.00,0.54,0.67,0.36,0.44,0.82,0.67,0.28,0.18,0.23,0.23,0.23"
praxis stofzuiger,210,92.88,0.20,1.00,69,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.81,1.00,0.81,1.00,0.81,0.65,0.65,0.65,0.81,0.81,0.65,0.81"
rainbow stofzuiger,210,64.55,0.30,0.98,38300,"Local Pack, Image Pack, Site Links, Reviews, Video, Shopping Ads, FAQ","0.81,0.81,0.65,1.00,1.00,0.65,0.81,1.00,1.00,1.00,1.00,1.00"
robbie de stofzuiger,210,76.43,0.00,0.42,15600,"Image Pack, Reviews, Video","1.00,0.29,0.19,0.15,0.19,0.10,0.15,0.15,0.10,0.19,0.08,0.08"
robot stofzuiger dweil,210,85.06,0.48,1.00,96,"Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel, FAQ","0.44,0.82,0.54,0.67,0.54,0.54,0.67,0.67,0.67,0.67,0.54,1.00"
stilste stofzuiger,210,79.52,0.35,1.00,96,"Image Pack, Site Links, Reviews, Video Carousel","0.66,1.00,0.53,0.44,0.53,0.66,0.53,0.66,0.53,0.53,0.44,0.53"
stofzakloze stofzuiger,210,88.86,0.45,1.00,100,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.65,1.00,0.65,0.54,1.00,0.81,0.81,0.81,0.54,0.65,0.81,0.81"
stofzuiger 1000 watt,210,91.10,0.29,1.00,171000,"Local Pack, Image Pack, Site Links, Reviews, Shopping Ads","0.81,0.81,0.81,1.00,0.81,0.81,0.81,0.67,0.81,0.81,1.00,1.00"
stofzuiger 1200 watt,210,85.30,0.32,1.00,115000,"Local Pack, Image Pack, Site Links, Reviews, Video, Adwords Top, Shopping Ads","0.81,0.65,0.81,0.81,0.54,0.81,0.54,0.81,0.65,0.81,0.81,1.00"
stofzuiger actie,210,86.40,0.37,1.00,361000,"Image Pack, Site Links, Reviews, Video Carousel, FAQ","0.65,0.81,0.81,0.81,0.81,0.81,1.00,0.81,0.81,0.65,0.81,1.00"
stofzuiger bouw,210,82.46,0.72,1.00,405000,"Image Pack, Site Links, Reviews, Video, Adwords Top, Shopping Ads","0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,1.00,1.00,0.81"
stofzuiger dierenharen,210,78.12,0.72,1.00,95,"Image Pack, Reviews, Video, Adwords Top, Video Carousel, FAQ","0.53,0.81,0.66,1.00,0.66,0.53,0.81,0.81,0.81,0.53,0.53,0.66"
stofzuiger dweil,210,89.52,0.30,1.00,85,"Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.15,0.36,0.15,0.19,0.13,0.15,0.13,0.15,1.00,0.54,0.36,0.36"
stofzuiger en dweil in 1,210,86.98,0.26,1.00,89,"Image Pack, Site Links, Reviews, Video, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.19,0.29,0.15,0.15,0.24,0.24,0.19,0.24,1.00,0.66,0.44,0.36"
stofzuiger festool,210,81.68,0.31,1.00,60,"Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel","0.81,1.00,0.65,0.65,0.81,0.81,1.00,1.00,0.81,0.81,0.81,1.00"
stofzuiger gamma,210,90.04,0.13,1.00,78,"Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel","1.00,1.00,0.81,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
stofzuiger hondenharen,210,78.01,0.51,1.00,8610,"Image Pack, Reviews, Video, Adwords Top, Video Carousel, FAQ","0.81,0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,1.00,0.81,0.65"
stofzuiger klein,210,88.88,0.32,1.00,894000,"Local Pack, Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.42,1.00,0.65,0.65,0.81,1.00,0.81,0.81,0.81,1.00,0.65,0.81"
stofzuiger met hepa filter,210,80.65,0.49,1.00,373000,"Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel","0.66,0.81,0.66,0.53,0.53,0.66,1.00,0.66,0.66,0.66,0.81,0.81"
stofzuiger numatic,210,86.23,0.68,1.00,81,"Local Pack, Image Pack, Site Links, Reviews, Adwords Top, Shopping Ads, Video Carousel, FAQ","0.53,0.81,0.53,0.66,0.66,0.66,0.66,0.81,0.81,0.81,0.81,1.00"
stofzuiger steel,210,90.85,0.57,1.00,509000,"Local Pack, Image Pack, Site Links, Reviews, Shopping Ads, Video Carousel, FAQ","0.65,0.81,0.65,0.81,0.81,0.81,0.81,1.00,1.00,1.00,0.81,1.00"
vergelijk stofzuigers,210,84.44,0.95,1.00,78,"Image Pack, Site Links, Reviews, Shopping Ads","0.65,1.00,0.65,0.65,0.81,0.81,0.81,1.00,1.00,1.00,0.81,0.81"
welke stofzuiger,210,86.85,0.23,1.00,793000,"Image Pack, Site Links, Reviews, Adwords Bottom, Shopping Ads, Video Carousel","0.53,0.66,0.53,0.53,0.66,0.53,0.66,0.81,0.66,1.00,0.66,0.81"
xiaomi robot stofzuiger,210,88.41,0.39,1.00,92,"Image Pack, Reviews, Video, Adwords Top, Shopping Ads, Video Carousel","0.44,0.81,0.53,0.53,0.66,0.81,0.66,1.00,0.81,0.81,0.66,0.66"
aldi nl stofzuiger,170,87.43,0.35,1.00,68,"Image Pack, Site Links, Reviews, Video, Shopping Ads, Video Carousel, FAQ","0.01,0.03,0.54,0.03,0.01,0.01,0.01,0.01,0.24,0.15,1.00,0.01"
bedrijfs stofzuiger,170,69.52,0.84,1.00,42100,"Image Pack, Site Links, Reviews, Video Carousel","0.52,1.00,0.52,1.00,0.67,0.81,0.81,0.81,1.00,1.00,0.81,0.81"
