Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
road icon,15,15,140,77.54,0.00,https://socialbrothers.nl/ondernemen-in-het-buitenland/,0,0,0.00,0,2460000000,"[24,24,24,52,100,67,100,100,81,81,100,81]",1590139699,"Image pack, Reviews, Video, Video Carousel"
marc andreessen blog,15,15,50,65.57,0.00,https://socialbrothers.nl/10-quotes-van-influencers-over-werken-in-de-cloud/marcandreessen/,0,0,0.00,0,348000,"[11,100,11,11,11,11,33,11,0,11,0,11]",1590446614,"Knowledge panel, Site links, Reviews"
hologram icon,15,15,40,78.23,0.00,https://socialbrothers.nl/innovatie-met-duikbrillen/hologram/,0,0,0.00,0,5500000,"[25,25,25,50,25,50,25,25,25,25,100,25]",1590738453,"Image pack, Reviews, Video, Video Carousel, FAQ"
bart smit webshop,15,15,70,84.06,0.00,https://socialbrothers.nl/6-conversieverhogende-technieken/schermafdruk-2016-11-10-10-24-18/,0,0,0.00,0.37,164000,"[11,100,11,100,11,11,33,11,11,33,11,11]",1589672246,"Site links, Reviews"
social,15,10,5400,74.25,0.22,https://socialbrothers.nl/,27,3,5.40,0.02,10540000000,"[67,67,67,67,67,82,82,82,67,82,82,100]",1591560107,"Local pack, Site links, Reviews, Video Carousel"
hololens,16,16,2400,81.44,0.82,https://socialbrothers.nl/mixed-reality-hololens/,2,0.22,1.80,0.77,12700000,"[83,83,66,55,66,100,100,100,83,66,66,66]",1591472954,"Image pack, Site links, Reviews, Video, AdWords top, Shopping ads, Video Carousel"
seo webshop verbeteren,16,56,50,63.44,2.76,https://socialbrothers.nl/seo-verbeteren-op-je-website-10-tips/,0,0,0.00,0.87,131000,"[43,14,29,14,14,14,14,14,0,14,100,43]",1591546869,"Reviews, Featured snippet, FAQ"
uber amsterdam oud en nieuw,16,16,50,82.89,0.00,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0,79,"[0,0,0,100,0,0,0,0,0,100,0,0]",1590651638,"Image pack, Reviews, Video, FAQ"
pay2day,16,15,1900,72.94,1.55,https://socialbrothers.nl/blogs-in-de-spotlight/wdiy7m8t-300x300/,1,0.11,2.70,0,62,"[67,79,79,79,79,100,79,79,79,79,79,79]",1591543575,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
spar university,16,16,1000,81.86,0.00,https://socialbrothers.nl/portf/spar-university-de-grab-en-go-studentenformule/,1,0.11,0.00,0,33100000,"[81,81,81,45,55,81,100,63,81,81,63,55]",1591461889,"Local pack, Image pack, Site links, Reviews, Video Carousel"
online marketing tips 2016,16,16,50,63.33,0.00,https://socialbrothers.nl/5-online-marketing-tips-voor-restaurants/,0,0,0.00,1,372000000,"[0,0,33,67,0,0,33,0,0,33,33,100]",1590058481,"Image pack, Reviews, Featured snippet"
braintrainerplus,16,16,90,67.07,0.82,https://socialbrothers.nl/portf/contact-dankzij-technologie/,0,0,0.00,0.61,100,"[40,20,40,20,20,20,100,20,20,20,40,20]",1591548763,"Knowledge panel, Site links, Reviews, Video Carousel"
wat is sea,16,16,320,63.48,1.33,https://socialbrothers.nl/wat-is-sea-hoe-gebruik-je-het-en-waarom/,1,0.11,1.80,0.05,217000000,"[67,67,54,35,44,54,54,67,67,100,81,100]",1591140419,"Knowledge panel, Site links, Reviews, FAQ"
van der bros,16,16,50,74.07,0.00,https://socialbrothers.nl/,0,0,0.00,0,118000000,"[0,0,100,0,33,0,0,0,0,0,0,0]",1588710953,"Knowledge panel, Image pack, Reviews, Video, Video Carousel, FAQ"
online marketing training utrecht,16,16,70,67.61,0.00,https://socialbrothers.nl/portf/online-marketing-training-bijblijven-of-voorop-lopen/,0,0,0.00,0,4790000,"[100,25,0,0,75,50,25,25,25,25,0,0]",1588941238,"Local pack, Image pack, Site links, Reviews, FAQ"
university spar,17,17,70,84.1,0.00,https://socialbrothers.nl/portf/spar-university-de-grab-en-go-studentenformule/,0,0,0.00,0,88,"[20,20,20,20,20,60,80,60,20,20,100,40]",1589718711,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
mac toetsenbord doet het niet,17,17,50,79.97,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0,92,"[14,14,100,14,14,14,29,57,29,14,14,14]",1590743132,"Image pack, Reviews, Video, Featured snippet, FAQ"
itanks,17,17,320,57.22,0.00,https://socialbrothers.nl/portf/itanks/,0,0,0.00,0,99,"[82,100,67,67,54,100,82,82,82,100,100,67]",1591140945,"Knowledge panel, Image pack, Site links, Tweet"
social apps,17,17,140,76.43,0.81,https://socialbrothers.nl/,0,0,0.00,0.2,2880000000,"[100,82,82,82,82,100,82,100,100,65,82,82]",1588815323,"Reviews, Featured snippet, FAQ"
grab icon,17,17,40,84.24,0.00,https://socialbrothers.nl/portf/spar-university-de-grab-en-go-studentenformule/,0,0,0.00,0,257000000,"[20,20,20,100,40,20,20,20,40,20,20,20]",1590482031,"Image pack, Reviews"
de jong brothers,17,17,90,75.23,0.00,https://socialbrothers.nl/even-voorstellen-niels-de-leng/,0,0,0.00,0,29900000,"[25,25,25,0,25,100,25,25,75,25,75,0]",1591263713,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
hugo kamps,17,17,260,91.78,0.00,https://socialbrothers.nl/augmented-reality-bij-social-brothers/,1,0.11,0.00,0,1640000,"[2,46,2,4,3,3,2,7,2,100,4,9]",1591523859,"Knowledge panel, Image pack, Reviews, Video Carousel"
abp pensioen app,17,17,50,83.7,0.00,https://socialbrothers.nl/portf/abp-en-realitycheck-nl-succesvolle-social-mediacampagne/,0,0,0.00,0.05,84,"[50,50,100,50,50,50,50,50,50,50,50,100]",1590983782,"Image pack, Tweet"
bloomreach architecture,17,17,70,63.04,0.00,https://socialbrothers.nl/portf/een-efficientere-customer-journey-voor-bloomreach/,0,0,0.00,0.11,98,"[0,0,0,0,0,0,0,33,0,0,0,100]",1591187142,"Image pack, Site links, Reviews, Video"
contact site internet,17,17,50,78.86,0.00,https://socialbrothers.nl/contact/,0,0,0.00,0,4860000000,"[0,0,50,0,0,0,100,75,0,0,0,0]",1590258855,"Site links, AdWords bottom"
snapchat ar filters,17,17,50,67.71,0.00,https://socialbrothers.nl/creeer-je-eigen-ar-lenzen-voor-snapchat-met-lens-studio/,0,0,0.00,0.05,2820000,"[40,20,40,100,80,20,20,20,40,40,40,40]",1589686774,"Image pack, Video Carousel, FAQ"
spotify of apple music,17,17,170,86.43,1.48,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/,0,0,0.90,0.08,154000000,"[67,67,52,67,81,81,81,67,81,100,81,67]",1589999332,"Reviews, Video Carousel, People also ask"
hoe uber gebruiken,17,17,90,86.74,0.00,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0.03,2870000,"[14,0,71,43,71,14,14,100,100,14,29,14]",1588840266,"Reviews, Featured snippet, Video Carousel"
logo spar,17,17,210,67.97,0.00,https://socialbrothers.nl/logo-spar/,0,0,0.00,0,103000000,"[7,7,13,100,19,19,19,29,29,29,29,24]",1590478353,"Image pack, Site links, Reviews, Video"
macbook toetsenbord werkt niet,18,18,70,85.23,2.15,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0.15,89,"[14,14,71,14,14,14,14,43,100,14,14,14]",1591007779,"Image pack, Reviews, Video Carousel"
animatie kerstkaart,18,18,110,63.9,0.00,https://socialbrothers.nl/kerstkaartanimatie-laten-maken/kerstkaartanimatie/,0,0,0.00,0,44300,"[0,0,1,1,1,0,1,2,5,100,1,1]",1590842686,"Image pack, Video, Video Carousel"
macbook pro wil niet aan,18,18,90,75.32,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0,81,"[57,71,57,100,14,14,14,57,14,14,14,71]",1589046463,"Image pack, Reviews, Featured snippet, FAQ"
wat is een uber,18,18,210,82.9,0.76,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0.05,39600000,"[100,66,81,53,53,66,81,81,81,53,53,44]",1591480291,"Knowledge panel, Reviews, FAQ"
macbook gaat niet aan,18,18,390,75.83,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,1,0.11,0.00,0.04,96,"[54,66,66,44,54,81,100,81,66,81,66,81]",1591135911,"Image pack, Reviews, Video Carousel, FAQ"
augmented reality webshop,18,18,70,61.87,1.18,https://socialbrothers.nl/hoe-kan-je-augmented-reality-ar-toepassen-in-je-marketing/,0,0,0.00,1,217000,"[11,44,11,100,33,11,100,11,11,11,44,56]",1591361300,"Image pack, Reviews, Video Carousel"
bart smit battlefield 1,18,18,40,77.1,0.00,https://socialbrothers.nl/6-conversieverhogende-technieken/,0,0,0.00,0,48,"[0,0,0,0,0,0,100,0,0,0,0,0]",1590443962,"Image pack, Reviews"
aan knop macbook pro,18,18,90,78.09,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0.67,346000,"[0,0,0,0,0,0,25,25,25,75,100,25]",1591212177,"Image pack, Reviews, Featured snippet, Video Carousel"
apple music vs spotify vs,19,19,50,79.3,0.00,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/,0,0,0.00,0,48500000,"[0,0,0,0,0,100,0,0,0,0,0,0]",1588854616,"Image pack, Reviews, Featured snippet, Video Carousel, People also ask"
wat is uber,19,19,390,83.73,0.54,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0.06,5430000,"[55,67,100,36,44,44,36,55,67,30,30,19]",1591229046,"Knowledge panel, Site links, Reviews"
toetsenbord macbook werkt niet,19,19,140,84.36,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0.09,90,"[100,67,43,81,67,81,33,43,67,81,100,52]",1589891661,"Image pack, Reviews, Video"
nieuwe duikbril behandelen,19,19,40,68.41,0.00,https://socialbrothers.nl/innovatie-met-duikbrillen/,0,0,0.00,0,96,"[0,0,0,0,0,67,33,100,33,0,33,33]",1590713937,"Image pack, Reviews, Video, Featured snippet, Shopping ads"
snapchat op macbook,19,19,110,81.68,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0.02,4660000,"[82,53,53,53,53,65,100,53,53,65,65,53]",1589940042,"Reviews, Video Carousel"
wie heeft verkiezingen gewonnen 2017,19,19,50,85.09,0.00,https://socialbrothers.nl/wie-wint-de-online-verkiezingen-2017/,0,0,0.00,0,53,"[100,14,0,0,0,14,14,0,0,0,0,0]",1589402315,"Image pack, Video"
hoe werkt snapchat,19,19,590,79.25,0.00,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0,561000,"[67,100,82,82,67,67,82,67,82,82,67,67]",1591461431,"Image pack, Site links, Reviews, Video Carousel"
how do you get snapchat lenses,19,19,50,82.95,0.00,https://socialbrothers.nl/creeer-je-eigen-ar-lenzen-voor-snapchat-met-lens-studio/,0,0,0.00,0,3230000,"[100,0,0,0,0,0,100,0,0,0,100,0]",1590870924,"Image pack, Site links, Reviews, Featured snippet, Video Carousel, People also ask"
uber taxi rotterdam,19,19,170,82.07,0.68,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0.52,3150000,"[44,44,81,66,53,66,44,44,44,100,66,44]",1589659137,"Image pack, Reviews, Video Carousel, FAQ"
dba website,19,19,50,67.43,0.00,https://socialbrothers.nl/portf/wet-dba-peanuts/,0,0,0.00,0,324000000,"[0,20,0,0,20,0,40,100,0,0,60,20]",1591034600,Site links
van houten en co,19,19,170,59.19,0.00,https://socialbrothers.nl/regicare-koppeling/van_houten_en_co_logo/,0,0,0.00,0,19900000,"[67,52,52,67,67,100,100,67,52,100,81,81]",1591239249,"Knowledge panel, Image pack, Site links, Reviews, FAQ"
alexa nederlandse taal,19,19,110,78.63,0.00,https://socialbrothers.nl/alexa-hoe-ziet-jouw-toekomst-eruit/,0,0,0.00,0.27,56600,"[54,42,54,35,27,19,35,54,100,65,42,15]",1589517092,"Site links, Reviews, Featured snippet, Video Carousel"
ing betalen met android,20,20,110,89.54,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.03,163000,"[0,3,6,53,44,16,100,100,34,28,9,6]",1588699968,"Image pack, Reviews, Video, Video Carousel"
google analytics logo,20,20,390,75.74,0.00,https://socialbrothers.nl/google-analytics-waar-kijk-je-naar/google-analytics-logo/,0,0,0.00,0,1110000000,"[19,19,29,54,66,81,100,81,66,81,81,66]",1591136151,"Image pack, Site links, Reviews"
macbook air toetsenbord werkt niet,20,20,50,83.71,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0.05,74,"[25,25,25,25,25,25,50,25,25,50,100,25]",1591229138,"Image pack, Reviews, Video"
5 marketing tips,20,20,70,62.98,0.00,https://socialbrothers.nl/5-online-marketing-tips-voor-restaurants/,0,0,0.00,0,1360000000,"[100,0,0,0,0,0,0,0,33,67,0,0]",1590032236,Site links
social chatbot,20,20,40,63.09,2.83,https://socialbrothers.nl/chatbots/,0,0,0.00,0.46,31900000,"[0,14,29,14,29,14,14,14,14,100,43,14]",1591284755,"AdWords bottom, Video Carousel, FAQ"
contact uber nederland,20,20,70,87.19,0.00,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0,865000,"[33,11,11,33,33,11,33,22,33,11,11,100]",1590446686,"Site links, Reviews, FAQ"
dlt,20,20,390,72.78,0.49,https://socialbrothers.nl/portf/dlt-markets-financieel-platform-met-security-by-design/,1,0.11,0.00,0.01,18900000,"[81,81,100,67,67,81,81,81,81,81,81,81]",1591140516,"Knowledge panel, Local pack, Site links, Reviews, FAQ"
adidas marketingstrategie,20,20,70,74.14,0.00,https://socialbrothers.nl/messi-verdwijnt-van-tv/messi-adidas/,0,0,0.00,0.21,177000,"[0,43,14,100,0,0,43,57,0,29,0,14]",1590647555,"Image pack, Reviews, AdWords bottom"
macbook pro gaat niet meer aan,20,20,70,74.98,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0.02,81,"[50,25,25,25,25,100,50,25,25,25,25,25]",1589157064,"Image pack, Reviews, Featured snippet, FAQ"
hololens virtual reality,20,20,50,70.73,0.00,https://socialbrothers.nl/mixed-reality-hololens/,0,0,0.00,0.48,4860000,"[0,0,50,50,50,100,50,100,50,50,50,50]",1589140204,"Image pack, Site links, AdWords bottom, Video Carousel"
grab in nederland,20,20,70,79.53,0.00,https://socialbrothers.nl/portf/spar-university-de-grab-en-go-studentenformule/,0,0,0.00,0.02,27900000,"[50,50,100,100,50,50,100,50,50,50,50,50]",1589064602,"Site links, Reviews, FAQ"
facebook instant articles,20,20,90,72.19,0.00,https://socialbrothers.nl/de-meerwaarde-van-facebook-instant-articles/,0,0,0.00,0,523000000,"[100,7,7,7,7,7,14,7,7,7,7,7]",1589557101,"Knowledge panel, Video Carousel, People also ask"
zelf snapchat filter maken,20,20,70,70.89,0.00,https://socialbrothers.nl/creeer-je-eigen-ar-lenzen-voor-snapchat-met-lens-studio/,0,0,0.00,0.01,168000,"[40,40,20,20,100,100,100,60,20,20,20,20]",1590216230,"Image pack, Reviews, Video Carousel, FAQ"
bloomreach blog,21,21,40,61.42,0.00,https://socialbrothers.nl/portf/een-efficientere-customer-journey-voor-bloomreach/,0,0,0.00,0.29,88900,"[20,20,20,100,20,20,80,40,40,20,20,20]",1588732549,"Image pack, Site links, Reviews, Video, AdWords top"
fte groep utrecht,21,21,50,72.22,0.00,https://socialbrothers.nl/portf/fte-groep/,0,0,0.00,0.12,69,"[0,0,0,0,0,0,33,33,33,33,100,33]",1590713431,"Knowledge panel, Image pack, Site links, Reviews"
snapchat hoe,21,21,70,81.44,0.00,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0,11700000,"[11,78,11,11,100,56,11,100,22,22,100,11]",1589845389,"Image pack, Site links, Reviews, Featured snippet, Video Carousel"
nfc pinpas,21,21,50,83.5,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.6,8230,"[11,11,22,11,11,11,11,11,11,100,11,56]",1590762724,"Site links, Reviews, Video Carousel, FAQ"
spar radboud,21,21,110,81.64,0.00,https://socialbrothers.nl/portf/spar-university-de-grab-en-go-studentenformule/,0,0,0.00,0,70,"[0,65,82,100,65,53,65,100,65,53,100,53]",1590172418,"Knowledge panel, Image pack, Site links, Reviews, Video"
verschil spotify en apple music,21,21,90,87.31,0.00,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/,0,0,0.00,0.07,64500,"[60,20,40,20,20,20,20,20,20,100,20,20]",1591070056,"Reviews, Video, Featured snippet, Video Carousel"
wat betekent debuut,21,21,90,80.74,0.00,https://socialbrothers.nl/mailchimp-opschoning-debuut-b-v/,0,0,0.00,0.01,355000,"[24,33,24,33,33,81,52,67,43,43,33,100]",1591121368,"Reviews, Video, Featured snippet, Video Carousel"
google analytics merchandise store demo account,21,21,70,58.1,0.00,https://socialbrothers.nl/google-analytics-waar-kijk-je-naar/,0,0,0.00,0,1310000,"[80,20,100,40,0,0,20,20,20,20,20,20]",1589247310,"Image pack, Site links, Video Carousel, People also ask, FAQ"
design team,21,0,90,61.23,0.00,https://socialbrothers.nl/social-brothers-design-team/,0,0,0.00,0,8150000000,"[45,45,45,64,100,100,82,82,64,64,82,64]",1591565145,"Local pack, Image pack, Site links, Reviews"
macbook air gaat niet aan,21,21,140,77.59,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0.06,84,"[28,28,28,34,34,53,66,100,53,44,44,44]",1588775360,"Image pack, Reviews, Video Carousel, FAQ"
google tag manager logo svg,21,21,90,61.28,0.00,https://socialbrothers.nl/onze-seo-expert-aan-het-woord-over-technische-seo/,0,0,0.00,0,82,"[0,0,0,0,0,0,0,0,0,0,50,100]",1591206976,Image pack
handboek sea,21,21,50,74.94,0.00,https://socialbrothers.nl/het-complete-handboek-voor-seo/,0,0,0.00,1,250000,"[29,29,14,43,57,100,14,14,0,100,14,14]",1591202703,"Image pack, Reviews, Shopping ads"
what is cross domain,22,22,90,69.36,0.00,https://socialbrothers.nl/waar-moet-ik-opletten-bij-cross-domain-tracking/,0,0,0.00,0,629000000,"[0,67,33,0,100,0,0,67,33,0,33,0]",1590950441,"Knowledge panel, Site links, Video Carousel, People also ask"
iens website,22,22,40,89.27,0.00,https://socialbrothers.nl/waarom-iens-niets-misdaan-heeft/,0,0,0.00,0.07,338000,"[25,25,25,0,25,25,25,100,0,25,0,25]",1590176455,"Image pack, Site links, Reviews"
augmented reality uitleg,22,22,70,77.9,0.59,https://socialbrothers.nl/voordelen-van-e-learning-met-augmented-reality-ar-learning/,0,0,0.00,0.29,96,"[100,100,75,25,25,50,25,50,25,25,25,25]",1590759587,"Knowledge panel, Featured snippet, Video Carousel"
lisanne vroomen,22,22,90,77.49,0.00,https://socialbrothers.nl/even-voorstellen-lisa-pot/,0,0,0.00,0,78,"[33,67,33,33,33,100,33,33,33,33,67,33]",1591071966,"Knowledge panel, Image pack"
toetsenbord werkt niet macbook,22,22,70,83.71,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0.04,87,"[25,50,25,25,25,25,100,50,25,75,75,25]",1591197181,"Image pack, Reviews, Video"
mobiel betalen ing samsung,22,22,50,90.62,1.39,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.29,77,"[0,0,0,0,0,0,0,33,100,33,67,67]",1589697419,"Image pack, Reviews, AdWords top, Video Carousel, FAQ"
portaal cloud wp nl,22,22,260,61.36,0.00,http://socialbrothers.nl/wp-content/uploads/2015/11/Social-Brothers-Werken-in-de-Cloud-v5-HR.pdf,0,0,0.00,0,221000000,"[36,44,36,36,29,24,24,29,29,36,36,100]",1591136648,
uber wat is dat,22,22,70,85.17,0.00,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0.05,71100000,"[11,11,100,11,78,11,11,11,11,11,11,11]",1590643168,"Knowledge panel, Site links, Reviews"
thuisbezorgd icon,22,22,40,73.62,48.92,https://socialbrothers.nl/portf/doortje-kookt/,0,0,2.70,0.06,273000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1591365194,"Reviews, AdWords top"
ing pay android,22,22,50,89.36,1.37,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.07,18700000,"[4,4,4,65,100,8,65,12,4,4,4,12]",1589301927,"Reviews, Video, Video Carousel, FAQ"
the media brothers,22,22,110,60.14,0.00,https://socialbrothers.nl/,0,0,0.00,0,933000000,"[28,28,16,22,22,100,44,44,66,44,22,13]",1591336588,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
ervaringen als uber chauffeur,22,22,50,84.59,0.00,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0.22,43000,"[20,20,20,20,20,60,100,20,20,20,20,20]",1589931759,"Image pack, Reviews, Video"
iens manager,22,22,140,77.65,0.00,https://socialbrothers.nl/waarom-iens-niets-misdaan-heeft/iens/,0,0,0.00,0,70,"[100,67,54,54,36,23,13,23,18,23,18,23]",1589578674,"Image pack, Reviews"
snapchat for pc,22,22,480,81.01,0.40,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0.02,64600000,"[100,100,100,100,81,67,100,100,100,100,100,100]",1591148211,"Image pack, Site links, Reviews, Video Carousel"
augmented reality sites,22,22,90,65.88,0.00,https://socialbrothers.nl/hoe-augmented-reality-wereld-gaat-veranderen/,0,0,0.00,0,94800000,"[20,20,20,40,0,0,0,60,40,100,60,0]",1589474011,"Reviews, Featured snippet"
microsoft teams logo svg,22,22,90,75.43,0.00,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0.01,49,"[60,0,80,0,20,20,20,20,100,0,100,20]",1588934133,Image pack
sneltoetsen macbook,22,22,170,78.31,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0.03,79,"[100,81,81,81,67,67,81,81,81,67,100,67]",1589288590,"Image pack, Video"
deezer logo svg,23,23,50,70.18,0.00,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/,0,0,0.00,0,74,"[33,67,33,33,0,100,67,67,33,0,33,33]",1590270100,"Image pack, Video"
macbook pro toetsenbord werkt niet,23,23,40,84.47,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0.3,69,"[33,11,78,100,22,22,22,22,33,11,11,11]",1590270026,"Image pack, Video Carousel"
landing page online,23,23,40,65.59,0.00,https://socialbrothers.nl/3-tips-voor-een-goede-landing-page/,0,0,0.00,0.57,300000000,"[14,29,57,29,29,14,14,43,29,14,100,29]",1590997940,"Reviews, AdWords top, FAQ"
camera online gebruiken,23,23,70,82.52,0.00,https://socialbrothers.nl/hoe-gebruik-je-de-snapchat-camera-op-zoom/,0,0,0.00,0.35,17500000,"[11,11,11,11,11,100,11,11,22,11,11,56]",1588836606,"Site links, Reviews, Video"
